,Make,Model,Vehicle_Class,Engine_Size_L_,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City__L_100_km_,Fuel_Consumption_Hwy__L_100_km_,Fuel_Consumption_Comb__L_100_km_,Fuel_Consumption_Comb__mpg_,CO2_Emissions_g_km_,Engine Size Range
5728,BMW,230i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.0,7.2,8.7,32,207,2-4
5729,BMW,230i Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,2-4
5730,BMW,428i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.4,7.1,8.9,32,205,2-4
5731,BMW,428i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211,2-4
5732,BMW,ACTIVEHYBRID 3,COMPACT,3.0,6,AS8,Z,9.7,7.5,8.7,32,200,2-4
5733,MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2.0,4,AS7,Z,9.9,7.4,8.8,32,202,2-4
5734,MERCEDES-BENZ,CLA 250 4MATIC,COMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204,2-4
5735,MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204,2-4
5736,MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200,0-2
5737,MINI,COOPER PACEMAN,COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200,0-2
5738,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,Z,9.8,7.4,8.7,32,200,2-4
5739,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,Z,9.8,7.4,8.7,32,203,2-4
5740,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202,0-2
5741,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,X,9.9,7.6,8.8,32,202,0-2
5742,BMW,428i GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.4,7.1,8.9,32,205,2-4
5743,BMW,428i GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211,2-4
5744,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.0,7.0,8.7,32,203,2-4
5745,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2-4
5746,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.0,7.0,8.7,32,203,2-4
5747,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2-4
5748,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,8.9,8.4,8.7,32,200,2-4
5749,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,8.9,8.4,8.7,32,204,2-4
5750,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS8,Z,10.0,7.2,8.7,32,205,2-4
5751,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.9,7.2,8.7,32,203,2-4
5752,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.9,7.3,8.7,32,205,2-4
5753,BMW,228i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,10.3,6.7,8.7,32,200,2-4
5754,BMW,320i xDRIVE SEDAN,COMPACT,2.0,4,AS8,Z,10.3,6.7,8.7,32,200,2-4
5755,BMW,428i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,2-4
5756,BMW,430i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,2-4
5757,BMW,430i xDrive Coupe,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.8,32,207,2-4
5758,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,0-2
5759,BMW,530i xDrive Sedan,MID-SIZE,2.0,4,AS8,Z,9.9,7.5,8.8,32,206,2-4
5760,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200,0-2
5761,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200,0-2
5762,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,8.8,32,202,0-2
5763,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,8.8,32,208,0-2
5764,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.5,8.3,8.9,32,209,0-2
5765,MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,32,204,2-4
5767,AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2.0,4,AS8,Z,9.8,7.9,8.9,32,209,2-4
5768,KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2.0,4,AS6,X,9.7,7.7,8.8,32,208,2-4
5769,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,A6,X,9.7,7.8,8.8,32,202,2-4
5770,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,AS6,X,9.7,7.7,8.8,32,202,2-4
5771,BMW,740Ld xDRIVE SEDAN,FULL-SIZE,3.0,6,AS8,D,10.2,7.1,8.8,32,238,2-4
5772,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,2-4
5773,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,9.8,7.3,8.7,32,200,0-2
5774,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200,0-2
5775,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,10.0,7.5,8.9,32,208,2-4
5777,SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209,2-4
5778,BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,2-4
5779,BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,2-4
5780,BMW,330i xDrive Touring,STATION WAGON - SMALL,2.0,4,AS8,Z,10.2,7.2,8.8,32,207,2-4
5781,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,0-2
5782,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.1,7.5,8.9,32,205,2-4
5783,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.1,7.5,8.9,32,208,2-4
5784,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,2-4
5785,AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,204,2-4
5786,AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,2-4
5787,AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,2-4
5788,AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Z,10.0,7.0,8.7,32,204,2-4
5789,AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,2-4
5790,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.0,7.0,8.7,32,203,2-4
5791,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2-4
5792,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,10.0,7.2,8.7,32,207,2-4
5793,BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,2-4
5794,BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,2-4
5795,BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.2,7.2,8.8,32,207,2-4
5796,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200,0-2
5797,MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.2,7.4,8.9,32,207,2-4
5798,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32,202,2-4
5800,BMW,428i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,2-4
5801,BMW,430i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,2-4
5802,BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.8,32,207,2-4
5803,BUICK,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208,0-2
5804,BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,2-4
5805,BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,2-4
5806,BMW,330i xDrive Gran Turismo,FULL-SIZE,2.0,4,AS8,Z,10.2,7.2,8.8,32,207,2-4
5807,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200,0-2
5808,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210,2-4
5809,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.8,7.3,8.7,32,203,2-4
5810,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200,0-2
5811,BUICK,Encore AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,9.4,7.9,8.8,32,205,0-2
5812,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200,0-2
5813,CHRYSLER,200,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196,2-4
5814,SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.1,8.5,33,196,2-4
5815,SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,2-4
5819,ACURA,ILX,COMPACT,2.0,4,AS5,Z,9.9,6.7,8.5,33,196,2-4
5820,ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7.0,8.6,33,199,2-4
5822,BMW,320i,COMPACT,2.0,4,M6,Z,10.2,6.7,8.6,33,202,2-4
5823,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198,2-4
5825,MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.4,7.4,8.5,33,199,2-4
5826,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.8,7.7,8.6,33,204,2-4
5827,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,198,2-4
5829,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,202,2-4
5830,VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,199,0-2
5831,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,7.6,8.6,33,198,0-2
5832,INFINITI,QX30,COMPACT,2.0,4,AM7,Z,9.7,7.1,8.5,33,200,2-4
5834,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199,0-2
5835,KIA,Soul,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199,0-2
5836,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.8,7.1,8.6,33,199,2-4
5837,FORD,FOCUS,COMPACT,2.0,4,AS6,X,9.8,7.0,8.5,33,200,2-4
5838,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,196,2-4
5839,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,198,2-4
5840,VOLKSWAGEN,JETTA,COMPACT,2.0,4,AM6,X,9.8,7.0,8.6,33,201,2-4
5841,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,7.2,8.5,33,196,0-2
5842,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,196,0-2
5843,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199,0-2
5844,BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.5,7.2,8.5,33,196,0-2
5846,BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.5,7.2,8.5,33,199,0-2
5847,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,6.6,8.5,33,196,0-2
5848,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.7,7.1,8.5,33,200,2-4
5849,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,6.9,8.6,33,198,0-2
5850,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,10.0,6.9,8.6,33,198,0-2
5851,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7.0,8.5,33,196,2-4
5852,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.8,6.9,8.5,33,202,2-4
5853,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196,2-4
5854,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,198,2-4
5855,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.6,8.6,33,201,2-4
5856,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196,2-4
5857,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,198,2-4
5858,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196,2-4
5859,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.5,7.2,8.5,33,196,2-4
5860,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.5,7.2,8.5,33,199,2-4
5861,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,9.5,7.2,8.5,33,200,2-4
5862,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,9.6,7.4,8.6,33,202,2-4
5863,MERCEDES-BENZ,SLK 300,TWO-SEATER,2.0,4,A9,Z,9.6,7.3,8.5,33,199,2-4
5864,GMC,TERRAIN,SUV - SMALL,1.5,4,A9,X,9.2,7.9,8.6,33,201,0-2
5865,GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.9,8.6,33,201,0-2
5866,GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.8,8.6,33,202,0-2
5867,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.5,7.5,8.6,33,202,2-4
5868,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,X,9.3,7.6,8.5,33,196,2-4
5870,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,X,9.3,7.6,8.5,33,199,2-4
5871,DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,198,2-4
5873,DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,201,2-4
5874,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Z,9.5,7.2,8.5,33,196,2-4
5875,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.5,7.2,8.5,33,198,2-4
5876,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.2,8.5,33,199,2-4
5877,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,9.7,7.0,8.5,33,198,2-4
5878,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.3,8.6,33,200,2-4
5879,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,9.6,7.2,8.5,33,199,2-4
5880,VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,AM7,X,9.6,7.5,8.6,33,202,2-4
5881,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,199,0-2
5882,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,200,0-2
5883,HYUNDAI,KONA AWD,SUV - SMALL,1.6,4,AM7,X,9.0,8.0,8.6,33,201,0-2
5884,HYUNDAI,KONA AWD,SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202,2-4
5885,HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,AM7,X,9.0,8.0,8.6,33,201,0-2
5886,HYUNDAI,Kona AWD,SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202,2-4
5889,MAZDA,CX-30 4WD,SUV - SMALL,2.0,4,AS6,X,9.4,7.7,8.6,33,202,2-4
5890,VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,M6,X,9.6,7.3,8.5,33,200,2-4
5891,VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,M6,X,9.6,7.1,8.5,33,198,2-4
5892,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198,2-4
5894,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,198,2-4
5895,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.5,33,196,2-4
5896,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,201,2-4
5897,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,203,2-4
5898,BMW,230i Coupe,SUBCOMPACT,2.0,4,AS8,Z,9.5,7.4,8.5,33,200,2-4
5899,AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,9.8,7.2,8.6,33,198,2-4
5900,AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,X,9.8,7.2,8.6,33,201,2-4
5901,AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,9.9,7.0,8.6,33,204,2-4
5902,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,A6,X,9.8,7.2,8.6,33,198,2-4
5903,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196,2-4
5904,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,9.7,7.2,8.6,33,198,2-4
5905,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,196,2-4
5906,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,9.8,7.2,8.6,33,203,2-4
5907,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.1,8.6,33,202,2-4
5908,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205,0-2
5910,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.8,7.2,8.6,33,198,2-4
5911,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,198,2-4
5912,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,200,2-4
5913,KIA,FORTE KOUP,COMPACT,1.6,4,AM7,X,9.6,7.4,8.6,33,204,0-2
5914,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.6,7.3,8.6,33,203,2-4
5915,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.3,8.6,33,198,2-4
5916,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199,0-2
5917,JAGUAR,XE 25t AWD,COMPACT,2.0,4,AS8,Z,9.8,6.9,8.5,33,200,2-4
5919,VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.6,7.5,8.6,33,201,0-2
5920,CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,X,9.3,7.8,8.6,33,207,0-2
5921,SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.6,7.1,8.5,33,196,2-4
5922,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,2-4
5923,SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,2-4
5924,JAGUAR,XE P250 AWD,COMPACT,2.0,4,AS8,Z,9.8,6.9,8.5,33,200,2-4
5925,MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2.0,4,AM7,Z,9.6,7.1,8.5,33,199,2-4
5926,MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,9.9,7.0,8.6,33,201,2-4
5927,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,198,2-4
5928,BMW,Z4 sDrive30i,TWO-SEATER,2.0,4,AS8,Z,9.5,7.4,8.5,33,200,2-4
5929,BUICK,Encore GX AWD,SUV - SMALL,1.3,3,A9,X,9.0,8.0,8.5,33,199,0-2
5930,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,9.4,7.5,8.5,33,196,0-2
5931,CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,AS6,X,10.0,7.0,8.6,33,202,2-4
5932,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,9.1,7.7,8.5,33,200,2-4
5934,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196,0-2
5935,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.0,8.5,33,196,0-2
5936,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.0,7.0,8.6,33,198,2-4
5937,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.0,7.0,8.6,33,198,2-4
5938,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,7.2,8.5,33,199,0-2
5939,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196,2-4
5940,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS6,Z,9.7,7.0,8.5,33,198,2-4
5941,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.6,7.3,8.6,33,198,2-4
5942,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.8,7.1,8.6,33,198,2-4
5945,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV,X,9.5,7.2,8.5,33,196,2-4
5946,BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.9,7.1,8.6,33,202,2-4
5947,BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS8,Z,9.9,7.1,8.6,33,202,2-4
5948,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,198,0-2
5949,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200,0-2
5950,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.6,7.1,8.5,33,196,2-4
5951,MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,AS6,Z,9.4,7.5,8.5,33,199,2-4
5952,LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,2.0,4,AS8,D,9.2,7.8,8.5,33,229,2-4
5953,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199,0-2
5954,MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4,AS7,Z,9.8,7.1,8.6,33,198,2-4
5955,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,198,0-2
5956,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200,0-2
5957,MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,9.7,7.0,8.5,33,197,0-2
5958,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,198,0-2
5959,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200,0-2
5960,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.7,7.0,8.5,33,198,2-4
5961,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,10.0,7.0,8.6,33,204,2-4
5962,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,0-2
5963,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,0-2
5964,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.5,8.5,33,196,2-4
5965,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.4,8.5,33,198,2-4
5966,TOYOTA,RAV4 AWD TRD Off-Road,SUV - SMALL,2.5,4,AS8,X,9.5,7.5,8.6,33,200,2-4
5967,MINI,Cooper Countryman ALL4,MID-SIZE,1.5,3,AS8,Z,9.8,7.1,8.6,33,200,0-2
5968,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6,7.1,8.5,33,230,2-4
5969,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6,7.0,8.5,33,230,2-4
5970,LAND ROVER,Range Rover Velar D180,SUV - SMALL,2.0,4,AS8,D,9.2,7.8,8.5,33,229,2-4
5971,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,0-2
5972,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,0-2
5973,MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201,2-4
5976,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,0-2
5977,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,0-2
